date,direction_actual,delta_bp,signal_sentence,modality,modality_all,direction_signal,hedge_count,hedges_found,has_conditionality,conditions_found,hardness_v1,n_words
2023-12-15,up,100,"Банк России будет принимать дальнейшие решения по ключевой ставке с учетом фактической и ожидаемой динамики инфляции относительно цели, развития экономики на прогнозном горизонте, а также оценивая риски со стороны внутренних и внешних условий и реакции на них финансовых рынков. Согласно прогнозу Банка России, c учетом проводимой денежно-кредитной политики годовая инфляция снизится до 4,0–4,5% в 2024 году и будет находиться вблизи 4% в дальнейшем.",intention,intention,none,0,,1,с учетом ,0.0,1116
2024-02-16,hold,0,,,,none,0,,0,,0.0,515
2024-03-22,hold,0,,,,none,0,,0,,0.0,493
2024-04-26,hold,0,,,,none,0,,0,,0.0,512
2024-06-07,hold,0,"Банк России допускает возможность повышения ключевой ставки на ближайшем заседании. При этом для возвращения инфляции к цели потребуется существенно более продолжительный период поддержания жестких денежно-кредитных условий в экономике, чем прогнозировалось в апреле.",possibility_speaker,possibility_speaker,up,0,,0,,0.6,593
2024-07-26,up,200,"Банк России будет оценивать целесообразность дальнейшего повышения ключевой ставки на ближайших заседаниях. Прогноз Банка России существенно пересмотрен, в том числе по инфляции на 2024 год повышен до 6,5–7,0%.",conditional_evaluation,conditional_evaluation|intention,up,0,,0,,0.3,567
2024-09-13,up,100,"Банк России допускает возможность повышения ключевой ставки на ближайшем заседании. По прогнозу Банка России, с учетом проводимой денежно-кредитной политики годовая инфляция снизится до 4,0–4,5% в 2025 году и будет находиться вблизи 4% в дальнейшем.",possibility_speaker,possibility_speaker,up,0,,1,с учетом ,0.36,620
2024-10-25,up,200,"Банк России допускает возможность повышения ключевой ставки на ближайшем заседании. По прогнозу Банка России, с учетом проводимой денежно-кредитной политики годовая инфляция снизится до 4,5–5,0% в 2025 году, 4,0% в 2026 году и будет находиться на цели в дальнейшем.",possibility_speaker,possibility_speaker,up,0,,1,с учетом ,0.36,562
2024-12-20,hold,0,"Банк России будет оценивать целесообразность повышения ключевой ставки на ближайшем заседании с учетом дальнейшей динамики кредитования и инфляции. По прогнозу Банка России, с учетом проводимой денежно-кредитной политики годовая инфляция снизится до 4,0% в 2026 году и будет находиться на цели в дальнейшем.",conditional_evaluation,conditional_evaluation|intention,up,0,,1,с учетом |с учетом ,0.18,660
2025-02-14,hold,0,"Банк России будет оценивать целесообразность повышения ключевой ставки на ближайшем заседании с учетом скорости и устойчивости снижения инфляции. В базовом сценарии для возвращения инфляции к цели потребуется более продолжительный период поддержания жестких денежно-кредитных условий в экономике, чем прогнозировалось в октябре.",conditional_evaluation,conditional_evaluation|intention,mixed,0,,1,с учетом |В базовом сценари,0.0,659
2025-03-21,hold,0,"Банк России продолжит анализировать скорость и устойчивость снижения инфляции и инфляционных ожиданий. Если динамика дезинфляции не будет обеспечивать достижение цели, Банк России рассмотрит вопрос о повышении ключевой ставки.",intention,intention,down,0,,0,,-0.5,658
2025-04-25,hold,0,"Банк России будет поддерживать такую жесткость денежно-кредитных условий, которая необходима для возвращения инфляции к цели в 2026 году. Это означает продолжительный период проведения жесткой денежно-кредитной политики.",intention,intention,none,0,,0,,0.0,603
2025-06-06,down,-100,"Банк России будет поддерживать такую жесткость денежно-кредитных условий, которая необходима для возвращения инфляции к цели в 2026 году. Это означает продолжительный период проведения жесткой денежно-кредитной политики.",intention,intention,none,0,,0,,0.0,572
2025-07-25,down,-200,"Банк России будет поддерживать такую жесткость денежно-кредитных условий, которая необходима для возвращения инфляции к цели в 2026 году. В базовом сценарии это предполагает среднюю ключевую ставку в диапазоне 18,8–19,6% годовых в 2025 году и 12,0–13,0% годовых в 2026 году и означает продолжительный период проведения жесткой денежно-кредитной политики.",intention,intention,none,0,,1,В базовом сценари,0.0,627
2025-09-12,down,-100,"Банк России будет поддерживать такую жесткость денежно-кредитных условий, которая необходима для возвращения инфляции к цели в 2026 году. Дальнейшие решения по ключевой ставке будут приниматься в зависимости от устойчивости замедления инфляции и динамики инфляционных ожиданий.",intention,intention,none,0,,1,в зависимости от,0.0,586
2025-10-24,down,-50,"Банк России будет поддерживать такую жесткость денежно-кредитных условий, которая необходима для возвращения инфляции к цели. В базовом сценарии это в том числе предполагает среднюю ключевую ставку в диапазоне 13,0–15,0% годовых в 2026 году и означает продолжительный период проведения жесткой денежно-кредитной политики.",intention,intention,none,0,,1,В базовом сценари,0.0,655
2025-12-19,hold,0,"Банк России будет поддерживать такую жесткость денежно-кредитных условий, которая необходима для возвращения инфляции к цели. Это означает продолжительный период проведения жесткой денежно-кредитной политики.",intention,intention,none,0,,0,,0.0,531
2026-02-13,down,-50,"Банк России будет оценивать целесообразность дальнейшего снижения ключевой ставки на ближайших заседаниях в зависимости от устойчивости замедления инфляции и динамики инфляционных ожиданий. Базовый сценарий предполагает среднюю ключевую ставку в диапазоне 13,5–14,5% годовых в 2026 году.",conditional_evaluation,conditional_evaluation|intention,down,0,,1,в зависимости от,-0.18,673
2026-03-20,down,-50,"Банк России будет оценивать целесообразность дальнейшего снижения ключевой ставки на ближайших заседаниях в зависимости от устойчивости замедления инфляции, динамики инфляционных ожиданий, а также от оценки рисков со стороны внешних и внутренних условий. По прогнозу Банка России, с учетом проводимой денежно-кредитной политики годовая инфляция снизится до 4,5–5,5% в 2026 году.",conditional_evaluation,conditional_evaluation|intention,down,0,,1,в зависимости от|с учетом ,-0.18,469
2026-04-24,down,-100,"Банк России будет оценивать целесообразность дальнейшего снижения ключевой ставки на ближайших заседаниях в зависимости от устойчивости замедления инфляции, динамики инфляционных ожиданий, а также от оценки рисков со стороны внешних и внутренних условий. Базовый сценарий предполагает среднюю ключевую ставку в диапазоне 14,0–14,5% годовых в 2026 году и 8,0–10,0% годовых в 2027 году.",conditional_evaluation,conditional_evaluation|intention,down,0,,1,в зависимости от,-0.18,563
2026-06-19,down,-25,"Банк России будет оценивать целесообразность дальнейшего снижения ключевой ставки на ближайших заседаниях в зависимости от устойчивости замедления инфляции, динамики инфляционных ожиданий, а также от оценки рисков со стороны внутренних и внешних условий. По прогнозу Банка России, с учетом проводимой денежно-кредитной политики годовая инфляция снизится до 4,5–5,5% в 2026 году.",conditional_evaluation,conditional_evaluation|intention,down,0,,1,в зависимости от|с учетом ,-0.18,519
2026-07-24,down,-25,"Вместе с тем с учетом прямых и вторичных эффектов от временного сокращения производственных возможностей в отдельных отраслях и более стимулирующей бюджетной политики на трехлетнем горизонте, чем прогнозировалось в апреле, требуется более плавное снижение ключевой ставки. Банк России будет принимать дальнейшие решения по ключевой ставке в зависимости от динамики инфляции и инфляционных ожиданий, а также от оценки рисков со стороны внутренних и внешних условий.",necessity_impersonal,necessity_impersonal,down,1,более плавн,1,с учетом |в зависимости от,-0.433,656
